,X.1,OBJECTID,Field1,X,Lat,Long,ch4,Date,day,month,year
11881,11883,11883,1642297,143353,-22.04333305,-55.67139816,1751.366519,3/9/2012,9,3,2012
11882,11884,11884,1642298,143354,-22.47224236,-53.11317444,1748.535984,3/9/2012,9,3,2012
11883,11885,11885,1642299,143355,-22.4669323,-53.11335373,1761.43665,3/9/2012,9,3,2012
11884,11886,11886,1642300,143356,-22.46195984,-53.11392212,1746.679479,3/9/2012,9,3,2012
11916,11918,11918,1647177,148233,-19.51116753,-55.05170822,1764.082206,3/12/2012,12,3,2012
11917,11919,11919,1647178,148234,-19.50676727,-55.05295181,1775.486778,3/12/2012,12,3,2012
11918,11920,11920,1647179,148235,-19.50270081,-55.05408096,1769.633538,3/12/2012,12,3,2012
11919,11921,11921,1647180,148236,-22.04829407,-55.67106628,1760.6437,3/12/2012,12,3,2012
11920,11922,11922,1647181,148237,-22.04759407,-55.67219543,1775.499933,3/12/2012,12,3,2012
11921,11923,11923,1647182,148238,-22.04393768,-55.67248535,1768.012537,3/12/2012,12,3,2012
11922,11924,11924,1647183,148239,-22.47291946,-53.11439514,1766.276484,3/12/2012,12,3,2012
11923,11925,11925,1647184,148240,-22.46814346,-53.11467361,1778.210841,3/12/2012,12,3,2012
11924,11926,11926,1647185,148241,-22.46317673,-53.11526871,1767.051937,3/12/2012,12,3,2012
11969,11971,11971,1658257,159313,-19.95635605,-52.5325737,1758.618276,3/18/2012,18,3,2012
11970,11972,11972,1658258,159314,-19.95120811,-52.5330925,1767.973775,3/18/2012,18,3,2012
11971,11973,11973,1658259,159315,-19.94633675,-52.53370667,1765.655081,3/18/2012,18,3,2012
11972,11974,11974,1658260,159316,-22.47570229,-53.11427307,1748.964316,3/18/2012,18,3,2012
11973,11975,11975,1658261,159317,-22.47014427,-53.11434937,1754.149284,3/18/2012,18,3,2012
11974,11976,11976,1658262,159318,-22.46559715,-53.11500168,1740.424461,3/18/2012,18,3,2012
11999,12001,12001,1663605,164661,-19.67703819,-52.47002029,1763.623602,3/21/2012,21,3,2012
12000,12002,12002,1663606,164662,-19.67294121,-52.47089386,1765.272559,3/21/2012,21,3,2012
12001,12003,12003,1663607,164663,-19.66890526,-52.47167206,1760.285651,3/21/2012,21,3,2012
12002,12004,12004,1663608,164664,-19.23622894,-54.98400116,1779.320472,3/21/2012,21,3,2012
12003,12005,12005,1663609,164665,-19.2318821,-54.98528671,1786.919991,3/21/2012,21,3,2012
12004,12006,12006,1663610,164666,-19.22714615,-54.98637009,1775.303689,3/21/2012,21,3,2012
12022,12024,12024,1667782,168838,-22.05386353,-55.67178345,1749.476001,3/24/2012,24,3,2012
12023,12025,12025,1667783,168839,-22.05339241,-55.67297745,1743.154621,3/24/2012,24,3,2012
12024,12026,12026,1667784,168840,-22.05039215,-55.67347717,1749.16222,3/24/2012,24,3,2012
12025,12027,12027,1667785,168841,-22.47947311,-53.11614227,1746.312397,3/24/2012,24,3,2012
12026,12028,12028,1667786,168842,-22.47365189,-53.11608124,1751.315724,3/24/2012,24,3,2012
12027,12029,12029,1667787,168843,-22.46883774,-53.1166954,1749.573812,3/24/2012,24,3,2012
12108,12110,12110,1677920,178976,-18.96306801,-54.91583252,1776.10892,3/30/2012,30,3,2012
12109,12111,12111,1677921,178977,-18.95803261,-54.91685486,1792.513004,3/30/2012,30,3,2012
12110,12112,12112,1677922,178978,-18.95496559,-54.9182663,1786.145726,3/30/2012,30,3,2012
12111,12113,12113,1677923,178979,-21.49910927,-55.53040314,1759.782353,3/30/2012,30,3,2012
12112,12114,12114,1677924,178980,-21.4996891,-55.5318222,1770.577428,3/30/2012,30,3,2012
12113,12115,12115,1677925,178981,-21.4967289,-55.53242493,1757.013372,3/30/2012,30,3,2012
12114,12116,12116,1677926,178982,-21.92396927,-52.98550797,1755.379004,3/30/2012,30,3,2012
12115,12117,12117,1677927,178983,-21.91868591,-52.98555756,1757.742194,3/30/2012,30,3,2012
12116,12118,12118,1677928,178984,-21.91399956,-52.98628998,1757.466835,3/30/2012,30,3,2012
12167,12169,12169,1682888,183944,-19.96648026,-52.53516769,1770.753941,4/2/2012,2,4,2012
12168,12170,12170,1682889,183945,-19.9618988,-52.53579712,1770.179997,4/2/2012,2,4,2012
12169,12171,12171,1682890,183946,-19.95736694,-52.53655243,1774.053808,4/2/2012,2,4,2012
12170,12172,12172,1682891,183947,-19.52449036,-55.05348206,1779.97901,4/2/2012,2,4,2012
12171,12173,12173,1682892,183948,-19.52000427,-55.05474091,1768.816077,4/2/2012,2,4,2012
12172,12174,12174,1682893,183949,-19.51568604,-55.05583572,1775.703193,4/2/2012,2,4,2012
12173,12175,12175,1682894,183950,-22.48598671,-53.11705017,1741.528786,4/2/2012,2,4,2012
12174,12176,12176,1682895,183951,-22.48107529,-53.11727524,1750.716195,4/2/2012,2,4,2012
12175,12177,12177,1682896,183952,-22.47634315,-53.11795044,1747.204263,4/2/2012,2,4,2012
12189,12191,12191,1684032,185088,-17.73663521,-57.6440239,1780.41063,4/3/2012,3,4,2012
12190,12192,12192,1684033,185089,-17.72989655,-57.64415741,1774.848405,4/3/2012,3,4,2012
12191,12193,12193,1684034,185090,-17.72354317,-57.64485168,1780.684252,4/3/2012,3,4,2012
12220,12222,12222,1686312,187368,-19.5494709,-55.04422379,1778.62485,4/5/2012,5,4,2012
12221,12223,12223,1686313,187369,-19.54524231,-55.04549408,1773.712405,4/5/2012,5,4,2012
12222,12224,12224,1686314,187370,-19.54179573,-55.0467453,1766.521396,4/5/2012,5,4,2012
12223,12225,12225,1686315,187371,-22.07628822,-55.66490173,1771.570133,4/5/2012,5,4,2012
12224,12226,12226,1686316,187372,-22.07598495,-55.66602325,1783.935643,4/5/2012,5,4,2012
12225,12227,12227,1686317,187373,-22.07234955,-55.66650772,1758.691777,4/5/2012,5,4,2012
12232,12234,12234,1690839,191895,-19.9833374,-52.52965164,1764.495706,4/8/2012,8,4,2012
12233,12235,12235,1690840,191896,-19.97924042,-52.53046036,1760.62562,4/8/2012,8,4,2012
12234,12236,12236,1690841,191897,-19.97428131,-52.53101349,1766.521036,4/8/2012,8,4,2012
12235,12237,12237,1690842,191898,-19.55127335,-55.04550934,1759.511546,4/8/2012,8,4,2012
12236,12238,12238,1690843,191899,-19.54763794,-55.04683685,1759.844341,4/8/2012,8,4,2012
12237,12239,12239,1690844,191900,-19.54396439,-55.04807281,1756.89381,4/8/2012,8,4,2012
12238,12240,12240,1690845,191901,-22.50303268,-53.1116333,1758.580731,4/8/2012,8,4,2012
12239,12241,12241,1690846,191902,-22.49743843,-53.1116333,1765.495435,4/8/2012,8,4,2012
12240,12242,12242,1690847,191903,-22.49326706,-53.11241531,1754.374616,4/8/2012,8,4,2012
12270,12272,12272,1702101,203157,-21.81581688,-55.59725189,1770.620665,4/17/2012,17,4,2012
12271,12273,12273,1702102,203158,-21.81552887,-55.59830856,1775.599578,4/17/2012,17,4,2012
12272,12274,12274,1702103,203159,-21.81238365,-55.59894562,1773.321411,4/17/2012,17,4,2012
12273,12275,12275,1702104,203160,-22.23905563,-53.04740524,1776.117829,4/17/2012,17,4,2012
12274,12276,12276,1702105,203161,-22.23370171,-53.04734421,1764.712098,4/17/2012,17,4,2012
12275,12277,12277,1702106,203162,-22.22885323,-53.047966,1767.156343,4/17/2012,17,4,2012
12314,12316,12316,1710506,211562,-20.00161934,-52.53084183,1775.94918,4/23/2012,23,4,2012
12315,12317,12317,1710507,211563,-19.99737167,-52.5316658,1774.114372,4/23/2012,23,4,2012
12316,12318,12318,1710508,211564,-19.99295616,-52.53240204,1763.691307,4/23/2012,23,4,2012
12317,12319,12319,1710509,211565,-19.56616211,-55.04911804,1800.54754,4/23/2012,23,4,2012
12318,12320,12320,1710510,211566,-19.56278419,-55.05047226,1783.038538,4/23/2012,23,4,2012
12319,12321,12321,1710511,211567,-22.52118111,-53.11312485,1767.774164,4/23/2012,23,4,2012
12320,12322,12322,1710512,211568,-22.51630783,-53.11329269,1773.111842,4/23/2012,23,4,2012
12321,12323,12323,1710513,211569,-22.51114273,-53.11380768,1770.143611,4/23/2012,23,4,2012
12407,12409,12409,1721447,222503,-19.7230835,-52.46976852,1744.430584,5/2/2012,2,5,2012
12408,12410,12410,1721448,222504,-19.71862411,-52.47051239,1742.946972,5/2/2012,2,5,2012
12409,12411,12411,1721449,222505,-19.713871,-52.47111893,1748.082501,5/2/2012,2,5,2012
12410,12412,12412,1721450,222506,-19.29183006,-54.98274994,1740.478406,5/2/2012,2,5,2012
12411,12413,12413,1721451,222507,-19.28779411,-54.98405838,1742.496138,5/2/2012,2,5,2012
12412,12414,12414,1721452,222508,-19.28421021,-54.9852829,1736.198073,5/2/2012,2,5,2012
12413,12415,12415,1721453,222509,-21.81960106,-55.60171509,1732.191268,5/2/2012,2,5,2012
12414,12416,12416,1721454,222510,-21.81962204,-55.60297012,1731.685684,5/2/2012,2,5,2012
12415,12417,12417,1721455,222511,-21.81666183,-55.60353851,1741.063034,5/2/2012,2,5,2012
12416,12418,12418,1721456,222512,-22.24348259,-53.05061722,1734.530472,5/2/2012,2,5,2012
12417,12419,12419,1721457,222513,-22.23768806,-53.05052948,1742.167955,5/2/2012,2,5,2012
12418,12420,12420,1721458,222514,-22.23233986,-53.05104065,1733.167253,5/2/2012,2,5,2012
12484,12486,12486,1725788,226844,-20.00269127,-52.53494263,1738.721183,5/5/2012,5,5,2012
12485,12487,12487,1725789,226845,-19.99793625,-52.5356102,1746.794456,5/5/2012,5,5,2012
12486,12488,12488,1725790,226846,-19.99323273,-52.53626251,1741.614189,5/5/2012,5,5,2012
12487,12489,12489,1725791,226847,-19.57094765,-55.05284882,1755.130089,5/5/2012,5,5,2012
12488,12490,12490,1725792,226848,-19.5670166,-55.05415726,1751.08349,5/5/2012,5,5,2012
12489,12491,12491,1725793,226849,-19.56258011,-55.05516434,1740.738428,5/5/2012,5,5,2012
12490,12492,12492,1725794,226850,-22.09878922,-55.67421722,1738.263361,5/5/2012,5,5,2012
12491,12493,12493,1725795,226851,-22.09815216,-55.67527008,1753.192836,5/5/2012,5,5,2012
12492,12494,12494,1725796,226852,-22.09474564,-55.6757431,1751.854732,5/5/2012,5,5,2012
12493,12495,12495,1725797,226853,-22.52231026,-53.1171875,1728.872585,5/5/2012,5,5,2012
12494,12496,12496,1725798,226854,-22.51693916,-53.11723709,1744.956601,5/5/2012,5,5,2012
12495,12497,12497,1725799,226855,-22.51196671,-53.11782455,1744.690274,5/5/2012,5,5,2012
12519,12521,12521,1729757,230813,-20.00858879,-52.53355026,1746.186137,5/8/2012,8,5,2012
12520,12522,12522,1729758,230814,-20.00372314,-52.53416443,1740.548229,5/8/2012,8,5,2012
12521,12523,12523,1729759,230815,-19.99878502,-52.53469086,1739.543377,5/8/2012,8,5,2012
12522,12524,12524,1729760,230816,-19.57675362,-55.05155945,1735.007031,5/8/2012,8,5,2012
12523,12525,12525,1729761,230817,-19.57266617,-55.05283737,1758.629376,5/8/2012,8,5,2012
12524,12526,12526,1729762,230818,-19.56863976,-55.0539856,1736.447767,5/8/2012,8,5,2012
12525,12527,12527,1729763,230819,-22.10478592,-55.67322159,1728.999556,5/8/2012,8,5,2012
12526,12528,12528,1729764,230820,-22.1034565,-55.67408371,1741.619704,5/8/2012,8,5,2012
12527,12529,12529,1729765,230821,-22.10028839,-55.67458725,1739.485213,5/8/2012,8,5,2012
12528,12530,12530,1729766,230822,-22.5273056,-53.1157341,1727.82167,5/8/2012,8,5,2012
12529,12531,12531,1729767,230823,-22.52191353,-53.11567307,1733.980393,5/8/2012,8,5,2012
12530,12532,12532,1729768,230824,-22.51695442,-53.11621094,1740.548051,5/8/2012,8,5,2012
12594,12596,12596,1739975,241031,-20.00424957,-52.53177261,1767.461415,5/17/2012,17,5,2012
12595,12597,12597,1739976,241032,-19.99956703,-52.53243256,1765.279073,5/17/2012,17,5,2012
12596,12598,12598,1739977,241033,-19.99451256,-52.53299713,1749.164724,5/17/2012,17,5,2012
12597,12599,12599,1739978,241034,-19.57221031,-55.05051804,1766.875937,5/17/2012,17,5,2012
12598,12600,12600,1739979,241035,-19.56754494,-55.05161285,1766.77233,5/17/2012,17,5,2012
12599,12601,12601,1739980,241036,-19.5642128,-55.05292892,1770.724998,5/17/2012,17,5,2012
12600,12602,12602,1739981,241037,-22.10054398,-55.67221069,1750.332207,5/17/2012,17,5,2012
12601,12603,12603,1739982,241038,-22.09983063,-55.67321014,1763.827966,5/17/2012,17,5,2012
12602,12604,12604,1739983,241039,-22.09687233,-55.67376328,1759.528436,5/17/2012,17,5,2012
12603,12605,12605,1739984,241040,-22.52331543,-53.11397552,1741.916651,5/17/2012,17,5,2012
12604,12606,12606,1739985,241041,-22.51800728,-53.11400223,1739.330378,5/17/2012,17,5,2012
12605,12607,12607,1739986,241042,-22.51318169,-53.11458969,1735.284145,5/17/2012,17,5,2012
12634,12636,12636,1741212,242268,-17.78421402,-57.63274384,1788.799938,5/18/2012,18,5,2012
12635,12637,12637,1741213,242269,-17.77714348,-57.63286591,1760.540813,5/18/2012,18,5,2012
12636,12638,12638,1741214,242270,-17.77008057,-57.63335037,1776.795849,5/18/2012,18,5,2012
12652,12654,12654,1744178,245234,-20.00228119,-52.53100967,1741.680257,5/20/2012,20,5,2012
12653,12655,12655,1744179,245235,-19.99728584,-52.53160095,1748.934195,5/20/2012,20,5,2012
12654,12656,12656,1744180,245236,-19.99221802,-52.53217697,1743.060569,5/20/2012,20,5,2012
12655,12657,12657,1744181,245237,-19.56964493,-55.04973221,1764.092704,5/20/2012,20,5,2012
12656,12658,12658,1744182,245238,-19.56566048,-55.05090714,1760.280479,5/20/2012,20,5,2012
12657,12659,12659,1744183,245239,-19.56247902,-55.05228424,1755.888054,5/20/2012,20,5,2012
12658,12660,12660,1744184,245240,-22.09885216,-55.67159653,1747.199365,5/20/2012,20,5,2012
12659,12661,12661,1744185,245241,-22.0975666,-55.67246628,1738.983697,5/20/2012,20,5,2012
12660,12662,12662,1744186,245242,-22.09478378,-55.67308426,1746.831629,5/20/2012,20,5,2012
12661,12663,12663,1744187,245243,-22.52158546,-53.11333084,1725.139399,5/20/2012,20,5,2012
12662,12664,12664,1744188,245244,-22.51635361,-53.11340332,1737.652126,5/20/2012,20,5,2012
12663,12665,12665,1744189,245245,-22.5107193,-53.11380386,1723.61993,5/20/2012,20,5,2012
12731,12733,12733,1754246,255302,-19.56155968,-55.04825592,1752.448092,5/29/2012,29,5,2012
12732,12734,12734,1754247,255303,-19.5566349,-55.04922104,1733.765017,5/29/2012,29,5,2012
12733,12735,12735,1754248,255304,-19.55301857,-55.05054092,1739.793246,5/29/2012,29,5,2012
12734,12736,12736,1754249,255305,-22.09031677,-55.66994476,1749.418278,5/29/2012,29,5,2012
12735,12737,12737,1754250,255306,-22.08906174,-55.67081451,1732.770848,5/29/2012,29,5,2012
12736,12738,12738,1754251,255307,-22.08579636,-55.67129135,1740.787602,5/29/2012,29,5,2012
12737,12739,12739,1754252,255308,-22.51268005,-53.11156464,1746.618566,5/29/2012,29,5,2012
12738,12740,12740,1754253,255309,-22.50733376,-53.11161041,1744.853216,5/29/2012,29,5,2012
12739,12741,12741,1754254,255310,-22.50217438,-53.11211777,1744.758765,5/29/2012,29,5,2012
12781,12783,12783,1757911,258967,-22.0873661,-55.66967392,1751.603331,6/1/2012,1,6,2012
12782,12784,12784,1757912,258968,-22.08698463,-55.67078781,1770.827727,6/1/2012,1,6,2012
12783,12785,12785,1757913,258969,-22.08297539,-55.67110062,1753.656738,6/1/2012,1,6,2012
12829,12831,12831,1760876,261932,-19.5567131,-55.04748535,1755.902673,6/4/2012,4,6,2012
12830,12832,12832,1760877,261933,-19.55194855,-55.04850388,1762.40185,6/4/2012,4,6,2012
12831,12833,12833,1760878,261934,-19.54789734,-55.04964447,1754.818751,6/4/2012,4,6,2012
12847,12849,12849,1764463,265519,-22.50874138,-53.11045837,1769.717319,6/7/2012,7,6,2012
12848,12850,12850,1764464,265520,-22.50353813,-53.1104393,1763.47504,6/7/2012,7,6,2012
12849,12851,12851,1764465,265521,-22.49784851,-53.1108551,1740.597874,6/7/2012,7,6,2012
12905,12907,12907,1768325,269381,-19.98818398,-52.52813339,1755.468144,6/10/2012,10,6,2012
12906,12908,12908,1768326,269382,-19.98332405,-52.52880096,1750.202916,6/10/2012,10,6,2012
12907,12909,12909,1768327,269383,-19.97816467,-52.5293045,1761.019963,6/10/2012,10,6,2012
12908,12910,12910,1768328,269384,-19.55578041,-55.04630661,1742.806005,6/10/2012,10,6,2012
12909,12911,12911,1768329,269385,-19.55154228,-55.0475235,1756.499884,6/10/2012,10,6,2012
12910,12912,12912,1768330,269386,-19.54727554,-55.04858017,1766.393958,6/10/2012,10,6,2012
12911,12913,12913,1768331,269387,-22.08298492,-55.66920471,1758.676826,6/10/2012,10,6,2012
12912,12914,12914,1768332,269388,-22.08141899,-55.66999435,1749.695168,6/10/2012,10,6,2012
12913,12915,12915,1768333,269389,-22.07801056,-55.67044067,1751.132821,6/10/2012,10,6,2012
12986,12988,12988,1775187,276243,-19.98394394,-52.52819061,1745.152422,6/16/2012,16,6,2012
12987,12989,12989,1775188,276244,-19.97948074,-52.52888489,1758.675036,6/16/2012,16,6,2012
12988,12990,12990,1775189,276245,-19.97493362,-52.52958298,1768.063372,6/16/2012,16,6,2012
12989,12991,12991,1775190,276246,-19.55235672,-55.04600906,1751.767139,6/16/2012,16,6,2012
12990,12992,12992,1775191,276247,-19.5486393,-55.04730988,1763.501301,6/16/2012,16,6,2012
12991,12993,12993,1775192,276248,-19.54456711,-55.04841232,1760.777577,6/16/2012,16,6,2012
13017,13019,13019,1778798,279854,-19.98322296,-52.52700424,1764.755801,6/19/2012,19,6,2012
13018,13020,13020,1778799,279855,-19.97880173,-52.52773666,1781.573704,6/19/2012,19,6,2012
13019,13021,13021,1778800,279856,-19.97444534,-52.52847672,1766.354863,6/19/2012,19,6,2012
13020,13022,13022,1778801,279857,-19.55187607,-55.04465485,1769.985021,6/19/2012,19,6,2012
13021,13023,13023,1778802,279858,-19.54772949,-55.04575729,1761.809759,6/19/2012,19,6,2012
13022,13024,13024,1778803,279859,-19.54431915,-55.04706192,1784.333105,6/19/2012,19,6,2012
13038,13040,13040,1782261,283317,-22.0771122,-55.66736603,1755.066756,6/22/2012,22,6,2012
13039,13041,13041,1782262,283318,-22.07588196,-55.66824722,1738.537735,6/22/2012,22,6,2012
13040,13042,13042,1782263,283319,-22.07195473,-55.66852188,1766.68779,6/22/2012,22,6,2012
13041,13043,13043,1782264,283320,-22.5023632,-53.11017227,1732.372391,6/22/2012,22,6,2012
13042,13044,13044,1782265,283321,-22.49671745,-53.1101532,1745.433824,6/22/2012,22,6,2012
13043,13045,13045,1782266,283322,-22.49166489,-53.11069107,1764.353899,6/22/2012,22,6,2012
13089,13091,13091,1785726,286782,-19.98232269,-52.52731705,1746.237652,6/25/2012,25,6,2012
13090,13092,13092,1785727,286783,-19.97769928,-52.52795029,1767.899792,6/25/2012,25,6,2012
13091,13093,13093,1785728,286784,-19.97334862,-52.52870941,1752.760053,6/25/2012,25,6,2012
13092,13094,13094,1785729,286785,-19.55048943,-55.04421616,1748.967603,6/25/2012,25,6,2012
13093,13095,13095,1785730,286786,-19.54672241,-55.04552841,1741.537458,6/25/2012,25,6,2012
13094,13096,13096,1785731,286787,-19.5430851,-55.0467186,1748.999281,6/25/2012,25,6,2012
13095,13097,13097,1785732,286788,-22.07636833,-55.66645813,1755.929,6/25/2012,25,6,2012
13096,13098,13098,1785733,286789,-22.07528687,-55.66736221,1751.468704,6/25/2012,25,6,2012
13097,13099,13099,1785734,286790,-22.07221985,-55.66785812,1743.774155,6/25/2012,25,6,2012
13098,13100,13100,1785735,286791,-22.50133705,-53.10965347,1753.976334,6/25/2012,25,6,2012
13099,13101,13101,1785736,286792,-22.49618149,-53.10960388,1738.756395,6/25/2012,25,6,2012
13100,13102,13102,1785737,286793,-22.49128151,-53.11014557,1744.403398,6/25/2012,25,6,2012
13152,13154,13154,1788585,289641,-19.98194122,-52.52581024,1750.997176,6/28/2012,28,6,2012
13153,13155,13155,1788586,289642,-19.97765541,-52.52659607,1746.049454,6/28/2012,28,6,2012
13154,13156,13156,1788587,289643,-19.97322845,-52.52730179,1739.331833,6/28/2012,28,6,2012
13155,13157,13157,1788588,289644,-19.55105782,-55.0427475,1746.532548,6/28/2012,28,6,2012
13156,13158,13158,1788589,289645,-19.54718018,-55.04390335,1751.343248,6/28/2012,28,6,2012
13157,13159,13159,1788590,289646,-19.54329872,-55.04512787,1737.521379,6/28/2012,28,6,2012
13158,13160,13160,1788591,289647,-22.07605934,-55.66464233,1746.104663,6/28/2012,28,6,2012
13159,13161,13161,1788592,289648,-22.07504654,-55.66554642,1742.419757,6/28/2012,28,6,2012
13160,13162,13162,1788593,289649,-22.0722084,-55.66612244,1755.192859,6/28/2012,28,6,2012
13161,13163,13163,1788594,289650,-22.50153923,-53.10825729,1758.071553,6/28/2012,28,6,2012
13162,13164,13164,1788595,289651,-22.49606514,-53.10816956,1747.804616,6/28/2012,28,6,2012
13163,13165,13165,1788596,289652,-22.49108315,-53.10873032,1765.239461,6/28/2012,28,6,2012
13227,13229,13229,1792599,293655,-19.98278999,-52.52661514,1752.779046,7/1/2012,1,7,2012
13228,13230,13230,1792600,293656,-19.97806931,-52.52725983,1742.429346,7/1/2012,1,7,2012
13229,13231,13231,1792601,293657,-19.97384834,-52.52801895,1756.222346,7/1/2012,1,7,2012
13230,13232,13232,1792602,293658,-19.55183792,-55.04312897,1769.611293,7/1/2012,1,7,2012
13231,13233,13233,1792603,293659,-19.54765892,-55.04429626,1758.866573,7/1/2012,1,7,2012
13232,13234,13234,1792604,293660,-19.54426003,-55.04556656,1752.971829,7/1/2012,1,7,2012
13233,13235,13235,1792605,293661,-22.07940865,-55.66453552,1737.157895,7/1/2012,1,7,2012
13234,13236,13236,1792606,293662,-22.07851791,-55.66550064,1742.151578,7/1/2012,1,7,2012
13235,13237,13237,1792607,293663,-22.07489777,-55.66587448,1747.712645,7/1/2012,1,7,2012
13236,13238,13238,1792608,293664,-22.50184441,-53.1088829,1762.690947,7/1/2012,1,7,2012
13237,13239,13239,1792609,293665,-22.49667168,-53.10891342,1753.80255,7/1/2012,1,7,2012
13238,13240,13240,1792610,293666,-22.4919796,-53.10958862,1755.074554,7/1/2012,1,7,2012
13282,13284,13284,1795530,296586,-19.55230331,-55.04166412,1754.325798,7/4/2012,4,7,2012
13283,13285,13285,1795531,296587,-19.54820824,-55.0428009,1753.617455,7/4/2012,4,7,2012
13284,13286,13286,1795532,296588,-19.54482841,-55.04413986,1757.662897,7/4/2012,4,7,2012
13285,13287,13287,1795533,296589,-22.502388,-53.10770416,1748.995813,7/4/2012,4,7,2012
13286,13288,13288,1795534,296590,-22.49735641,-53.10778809,1753.015742,7/4/2012,4,7,2012
13287,13289,13289,1795535,296591,-22.49294853,-53.10852814,1755.233546,7/4/2012,4,7,2012
13367,13369,13369,1801980,303036,-19.98299026,-52.5234375,1766.930855,7/10/2012,10,7,2012
13368,13370,13370,1801981,303037,-19.97868919,-52.52419281,1764.303689,7/10/2012,10,7,2012
13369,13371,13371,1801982,303038,-19.97417068,-52.52484894,1751.645517,7/10/2012,10,7,2012
13370,13372,13372,1801983,303039,-19.55204201,-55.03943634,1768.576334,7/10/2012,10,7,2012
13371,13373,13373,1801984,303040,-19.5487709,-55.04083252,1766.988596,7/10/2012,10,7,2012
13372,13374,13374,1801985,303041,-19.54543877,-55.04214478,1758.254619,7/10/2012,10,7,2012
13373,13375,13375,1801986,303042,-22.07975006,-55.6608963,1770.700084,7/10/2012,10,7,2012
13374,13376,13376,1801987,303043,-22.07873344,-55.66182327,1760.876995,7/10/2012,10,7,2012
13375,13377,13377,1801988,303044,-22.07567215,-55.66231918,1765.340527,7/10/2012,10,7,2012
13376,13378,13378,1801989,303045,-22.50281143,-53.105793,1766.967878,7/10/2012,10,7,2012
13377,13379,13379,1801990,303046,-22.4973793,-53.10586929,1755.561415,7/10/2012,10,7,2012
13378,13380,13380,1801991,303047,-22.49316406,-53.1065712,1754.962325,7/10/2012,10,7,2012
13402,13404,13404,1805254,306310,-19.27448845,-54.97418976,1746.994564,7/13/2012,13,7,2012
13403,13405,13405,1805255,306311,-19.51731491,-55.03393173,1754.900357,7/13/2012,13,7,2012
13404,13406,13406,1805256,306312,-19.51406479,-55.03541183,1751.222043,7/13/2012,13,7,2012
13405,13407,13407,1805257,306313,-22.08103561,-55.66222382,1728.367094,7/13/2012,13,7,2012
13406,13408,13408,1805258,306314,-22.0803318,-55.66334152,1740.619932,7/13/2012,13,7,2012
13407,13409,13409,1805259,306315,-22.07765198,-55.66384888,1725.969329,7/13/2012,13,7,2012
13408,13410,13410,1805260,306316,-22.5049572,-53.10768509,1747.403686,7/13/2012,13,7,2012
13409,13411,13411,1805261,306317,-22.49927521,-53.1076355,1738.694977,7/13/2012,13,7,2012
13410,13412,13412,1805262,306318,-22.49471092,-53.10837173,1721.44574,7/13/2012,13,7,2012
13472,13474,13474,1808825,309881,-19.98604965,-52.52748871,1768.859897,7/16/2012,16,7,2012
13473,13475,13475,1808826,309882,-19.98213387,-52.52838898,1768.471989,7/16/2012,16,7,2012
13474,13476,13476,1808827,309883,-19.97746658,-52.52904129,1765.113865,7/16/2012,16,7,2012
13475,13477,13477,1808828,309884,-19.55571938,-55.04339981,1768.302129,7/16/2012,16,7,2012
13476,13478,13478,1808829,309885,-19.55099106,-55.04449844,1770.253942,7/16/2012,16,7,2012
13477,13479,13479,1808830,309886,-19.54834747,-55.04598618,1778.708441,7/16/2012,16,7,2012
13531,13533,13533,1812483,313539,-19.42801857,-52.3990593,1743.522862,7/19/2012,19,7,2012
13532,13534,13534,1812484,313540,-19.42325592,-52.39970398,1739.051824,7/19/2012,19,7,2012
13533,13535,13535,1812485,313541,-19.41912079,-52.40047836,1737.090795,7/19/2012,19,7,2012
13534,13536,13536,1812486,313542,-18.99841881,-54.90559006,1734.982306,7/19/2012,19,7,2012
13535,13537,13537,1812487,313543,-18.99444771,-54.90681458,1740.677771,7/19/2012,19,7,2012
13536,13538,13538,1812488,313544,-18.99158287,-54.90822601,1747.098579,7/19/2012,19,7,2012
13537,13539,13539,1812489,313545,-21.52642822,-55.52262115,1733.242287,7/19/2012,19,7,2012
13538,13540,13540,1812490,313546,-21.52597237,-55.52373123,1736.489876,7/19/2012,19,7,2012
13539,13541,13541,1812491,313547,-21.52276421,-55.52422714,1733.516153,7/19/2012,19,7,2012
13540,13542,13542,1812492,313548,-21.94850349,-52.97865295,1746.186594,7/19/2012,19,7,2012
13541,13543,13543,1812493,313549,-21.94285011,-52.97864532,1736.674174,7/19/2012,19,7,2012
13542,13544,13544,1812494,313550,-21.93795013,-52.97929382,1745.408458,7/19/2012,19,7,2012
13579,13581,13581,1813429,314485,-17.77028275,-57.63074875,1736.259704,7/20/2012,20,7,2012
13580,13582,13582,1813430,314486,-17.76274872,-57.63068008,1767.592377,7/20/2012,20,7,2012
13581,13583,13583,1813431,314487,-17.7562809,-57.63132858,1743.355225,7/20/2012,20,7,2012
13614,13616,13616,1815496,316552,-19.99022102,-52.52788544,1759.949756,7/22/2012,22,7,2012
13615,13617,13617,1815497,316553,-19.98633385,-52.52874374,1744.466999,7/22/2012,22,7,2012
13616,13618,13618,1815498,316554,-19.98206902,-52.52948761,1747.71703,7/22/2012,22,7,2012
13617,13619,13619,1815499,316555,-19.55976295,-55.04372406,1752.266744,7/22/2012,22,7,2012
13618,13620,13620,1815500,316556,-19.55647087,-55.04512787,1758.190115,7/22/2012,22,7,2012
13619,13621,13621,1815501,316557,-19.55271339,-55.04635239,1753.758749,7/22/2012,22,7,2012
